id,city,postal_code,property_type,surface_area,bedrooms,bathrooms,build_year,energy_label,epc_score,garden_area,garage,pool,sale_price,sale_date,created_at
2565,Antwerp,2060,apartment,74.9,2,1,1960,B,463,0,False,False,221157,2016-04-08,2016-04-08
2566,Antwerp,2060,apartment,130.2,4,2,1951,B,492,0,False,False,358722,2015-01-23,2015-01-23
2567,Ghent,9000,house,64.2,2,2,1956,A,366,240,True,False,242156,2017-12-22,2017-12-22
2568,Ghent,9030,house,104.5,3,2,1968,D,307,133,True,False,312372,2015-04-29,2015-04-29
2569,Leuven,3010,apartment,137.5,4,1,2010,E,101,0,True,False,460290,2018-04-06,2018-04-06
2570,Leuven,3000,apartment,102.1,3,3,1995,C,432,0,False,False,539892,2022-06-26,2022-06-26
2571,Antwerp,2000,apartment,105.6,3,3,2008,D,406,0,False,False,445897,2024-06-09,2024-06-09
2572,Leuven,3010,apartment,113.5,3,1,1960,A,291,0,True,False,465153,2020-08-18,2020-08-18
2573,Leuven,3000,house,100.0,3,3,1967,D,262,125,True,False,491027,2018-08-04,2018-08-04
2574,Ghent,9000,apartment,141.6,4,2,2000,C,254,0,True,False,602435,2022-12-18,2022-12-18
2575,Antwerp,2018,house,105.2,3,2,1977,D,279,109,True,False,414780,2018-07-02,2018-07-02
2576,Antwerp,2060,house,106.5,3,2,2017,C,357,105,True,False,390301,2015-11-25,2015-11-25
2577,Antwerp,2018,apartment,75.9,2,1,1986,D,374,0,False,False,261075,2021-06-01,2021-06-01
2578,Antwerp,2018,house,135.9,4,1,2015,A,409,69,False,False,503519,2016-06-07,2016-06-07
2579,Bruges,8200,house,91.2,3,1,2005,B,314,179,True,False,290825,2015-04-04,2015-04-04
2580,Antwerp,2000,house,125.4,4,2,1967,A,478,65,False,False,602037,2022-09-20,2022-09-20
2581,Ghent,9000,apartment,73.1,2,1,1960,A,472,0,False,False,259064,2017-09-09,2017-09-09
2582,Bruges,8200,apartment,76.1,2,2,2010,B,144,0,False,False,232835,2019-10-17,2019-10-17
2583,Leuven,3000,apartment,77.6,2,1,2004,A,85,0,False,False,295845,2018-11-15,2018-11-15
2584,Antwerp,2018,house,116.4,3,3,1978,D,99,266,True,False,567283,2024-04-01,2024-04-01
2585,Leuven,3010,apartment,60.0,2,2,2015,C,277,0,False,False,189850,2015-03-26,2015-03-26
2586,Leuven,3000,apartment,46.4,1,1,2017,C,107,0,True,False,140579,2015-07-26,2015-07-26
2587,Antwerp,2000,apartment,75.7,2,2,1976,B,298,0,True,False,272306,2015-06-08,2015-06-08
2588,Antwerp,2060,apartment,71.6,2,1,2021,A,213,0,True,False,292534,2023-12-03,2023-12-03
2589,Antwerp,2060,apartment,88.2,3,3,2016,B,333,0,False,False,326552,2018-10-21,2018-10-21
2590,Leuven,3010,house,111.9,3,2,2000,D,115,208,True,False,447971,2019-11-09,2019-11-09
2591,Ghent,9030,house,97.6,3,2,1963,B,249,202,False,False,316838,2017-10-04,2017-10-04
2592,Ghent,9030,apartment,75.3,2,3,1976,A,111,0,False,False,264705,2023-08-03,2023-08-03
2593,Bruges,8000,house,91.5,3,1,2011,A,420,70,True,False,373157,2016-03-16,2016-03-16
2594,Antwerp,2018,apartment,66.9,2,1,2003,C,243,0,False,False,241571,2021-11-21,2021-11-21
2595,Ghent,9030,apartment,123.9,4,2,2001,A,160,0,False,False,388755,2016-12-17,2016-12-17
2596,Bruges,8200,apartment,128.9,4,2,2021,C,204,0,False,False,454480,2019-07-23,2019-07-23
2597,Ghent,9030,apartment,101.4,3,1,1999,C,500,0,False,False,295020,2018-04-25,2018-04-25
2598,Leuven,3010,apartment,82.7,2,3,2012,A,96,0,True,False,306844,2017-05-05,2017-05-05
2599,Antwerp,2018,house,130.7,4,1,2006,A,388,14,True,False,509355,2018-01-12,2018-01-12
2600,Bruges,8000,apartment,65.1,2,3,1993,E,282,0,True,False,211893,2019-05-24,2019-05-24
2601,Antwerp,2018,house,90.0,3,2,1980,B,221,111,True,False,334908,2018-10-13,2018-10-13
2602,Ghent,9000,apartment,123.5,4,3,1997,E,211,0,False,False,398099,2015-06-06,2015-06-06
2603,Antwerp,2060,apartment,125.0,4,1,1962,B,241,0,True,False,511815,2024-03-03,2024-03-03
2604,Bruges,8000,apartment,82.6,2,1,2021,D,376,0,False,False,284600,2020-09-07,2020-09-07
2605,Ghent,9000,apartment,81.6,2,2,1994,B,475,0,True,False,342383,2022-02-13,2022-02-13
2606,Bruges,8200,house,112.4,3,2,1959,E,379,113,True,False,385039,2021-10-06,2021-10-06
2607,Antwerp,2018,house,142.0,4,1,1970,A,339,155,False,False,641676,2024-05-28,2024-05-28
2608,Ghent,9000,apartment,89.4,3,3,2006,A,249,0,False,False,365944,2017-07-14,2017-07-14
2609,Antwerp,2018,apartment,126.3,4,3,1988,E,186,0,False,False,487130,2024-07-08,2024-07-08
2610,Antwerp,2018,house,40.1,1,3,1958,A,354,186,False,False,187638,2020-06-13,2020-06-13
2611,Bruges,8200,apartment,88.4,3,1,2015,C,295,0,False,False,248493,2017-06-29,2017-06-29
2612,Ghent,9000,apartment,72.7,2,1,1981,B,129,0,True,False,253688,2020-02-27,2020-02-27
2613,Ghent,9030,apartment,81.1,2,3,2001,E,222,0,False,False,270279,2020-07-01,2020-07-01
2614,Bruges,8200,apartment,114.3,3,2,1997,B,439,0,True,False,381821,2021-11-19,2021-11-19
2615,Leuven,3000,house,88.1,3,1,2011,A,130,151,True,False,351749,2019-12-23,2019-12-23
2616,Antwerp,2000,apartment,95.4,3,1,2022,E,103,0,True,False,359026,2021-10-24,2021-10-24
2617,Bruges,8000,house,83.3,2,1,2011,D,387,213,False,False,263359,2017-09-22,2017-09-22
2618,Bruges,8200,house,72.2,2,1,1954,A,107,46,True,False,278391,2022-12-12,2022-12-12
2619,Antwerp,2018,house,129.0,4,2,2018,B,488,5,True,False,585153,2020-07-27,2020-07-27
2620,Ghent,9030,apartment,90.9,3,1,2009,B,267,0,True,False,292599,2016-10-08,2016-10-08
2621,Antwerp,2000,apartment,71.5,2,2,1999,B,218,0,False,False,293508,2021-12-18,2021-12-18
2622,Ghent,9000,house,138.7,4,2,2021,A,104,196,True,True,736059,2019-08-25,2019-08-25
2623,Bruges,8000,apartment,142.8,4,3,1951,C,424,0,True,False,612313,2020-02-07,2020-02-07
2624,Ghent,9000,apartment,117.9,3,2,1958,C,369,0,False,False,435029,2021-02-28,2021-02-28
2625,Bruges,8000,house,67.7,2,1,1999,A,256,146,False,False,278488,2020-04-04,2020-04-04
2626,Antwerp,2060,apartment,83.9,2,2,1969,C,497,0,True,False,322342,2022-08-25,2022-08-25
2627,Ghent,9000,house,133.3,4,1,2021,B,349,94,False,False,579148,2021-08-16,2021-08-16
2628,Ghent,9030,apartment,107.7,3,2,1978,B,88,0,False,False,326483,2019-10-04,2019-10-04
2629,Antwerp,2018,apartment,127.9,4,1,1989,B,389,0,False,False,467353,2018-10-29,2018-10-29
2630,Ghent,9000,apartment,64.0,2,1,2004,C,438,0,False,False,213197,2019-09-07,2019-09-07
2631,Antwerp,2018,apartment,130.9,4,3,2007,C,264,0,False,False,545889,2020-02-04,2020-02-04
2632,Leuven,3000,apartment,87.6,3,2,1997,B,454,0,False,False,332478,2015-07-18,2015-07-18
2633,Antwerp,2000,house,65.3,2,3,1964,D,472,137,True,False,302154,2023-07-25,2023-07-25
2634,Bruges,8000,house,104.8,3,1,1969,B,370,111,False,False,349165,2015-06-08,2015-06-08
2635,Ghent,9000,apartment,74.0,2,1,1995,E,150,0,False,False,255882,2020-01-25,2020-01-25
2636,Antwerp,2000,apartment,111.5,3,1,1992,C,349,0,True,False,420811,2015-01-15,2015-01-15
2637,Antwerp,2000,apartment,142.2,4,1,2009,E,399,0,False,False,534026,2024-01-01,2024-01-01
2638,Antwerp,2060,apartment,118.1,3,3,2013,C,109,0,False,False,359724,2016-12-23,2016-12-23
2639,Ghent,9000,apartment,116.1,3,1,1994,D,457,0,False,False,395443,2018-06-14,2018-06-14
2640,Ghent,9030,apartment,75.2,2,2,2021,D,301,0,False,False,233990,2022-10-12,2022-10-12
2641,Bruges,8200,house,61.2,2,3,2017,A,291,212,True,False,222360,2023-11-01,2023-11-01
2642,Bruges,8200,house,84.0,2,3,1989,C,333,210,True,False,283335,2015-01-06,2015-01-06
2643,Antwerp,2000,apartment,106.6,3,1,1957,E,89,0,True,False,347192,2016-01-26,2016-01-26
2644,Ghent,9000,apartment,102.2,3,1,2010,C,353,0,True,False,417659,2024-05-09,2024-05-09
2645,Bruges,8000,apartment,57.7,2,2,1997,B,157,0,False,False,176381,2016-04-25,2016-04-25
2646,Antwerp,2000,house,66.5,2,1,1997,C,162,0,True,False,273679,2021-03-25,2021-03-25
2647,Ghent,9030,apartment,40.0,1,1,1995,E,450,0,False,False,123594,2021-05-21,2021-05-21
2648,Bruges,8000,apartment,101.7,3,1,2020,A,82,0,False,False,374780,2019-10-08,2019-10-08
2649,Leuven,3010,apartment,103.3,3,2,1967,C,81,0,False,False,375086,2018-03-13,2018-03-13
2650,Ghent,9000,apartment,73.7,2,2,2003,A,394,0,True,False,265677,2015-09-07,2015-09-07
2651,Bruges,8000,apartment,139.7,4,2,1987,B,215,0,True,False,631938,2022-11-11,2022-11-11
2652,Antwerp,2018,house,77.7,2,2,1990,B,226,166,True,True,382421,2024-10-04,2024-10-04
2653,Leuven,3010,apartment,94.7,3,2,2011,D,130,0,False,False,281247,2015-01-10,2015-01-10
2654,Ghent,9030,apartment,64.2,2,3,1973,D,387,0,False,False,175095,2022-08-12,2022-08-12
2655,Ghent,9030,apartment,91.8,3,1,1999,C,244,0,False,False,324642,2024-03-01,2024-03-01
2656,Antwerp,2018,apartment,62.5,2,3,1973,C,172,0,False,False,213688,2017-01-06,2017-01-06
2657,Ghent,9000,apartment,113.5,3,2,2018,C,369,0,False,False,437271,2019-06-19,2019-06-19
2658,Bruges,8000,house,94.6,3,1,1981,D,359,88,True,False,299047,2016-04-17,2016-04-17
2659,Antwerp,2018,apartment,48.0,1,1,2006,C,365,0,False,False,132948,2015-12-01,2015-12-01
2660,Antwerp,2018,apartment,104.4,3,1,2009,D,455,0,False,False,351409,2019-08-08,2019-08-08
2661,Ghent,9030,apartment,94.1,3,2,1966,B,202,0,True,False,383168,2022-01-29,2022-01-29
2662,Bruges,8200,house,84.9,2,2,1960,E,235,158,False,False,251298,2016-08-11,2016-08-11
2663,Antwerp,2018,house,104.8,3,1,2002,E,210,175,True,False,291558,2015-11-20,2015-11-20
2664,Ghent,9030,apartment,92.9,3,1,2014,B,198,0,False,False,275455,2015-01-03,2015-01-03
2665,Leuven,3010,apartment,83.4,2,3,1992,C,186,0,False,False,336540,2023-07-13,2023-07-13
2666,Leuven,3000,house,114.7,3,3,1972,A,369,100,True,False,540171,2016-10-25,2016-10-25
2667,Bruges,8200,apartment,66.4,2,1,1993,D,377,0,False,False,163974,2023-09-07,2023-09-07
2668,Antwerp,2000,apartment,126.9,4,2,2008,A,240,0,False,False,611864,2022-08-13,2022-08-13
2669,Ghent,9000,apartment,74.0,2,3,1966,B,105,0,False,False,319171,2024-02-23,2024-02-23
2670,Ghent,9030,apartment,82.7,2,1,1998,D,408,0,True,False,223040,2015-08-17,2015-08-17
2671,Leuven,3000,house,82.0,2,1,2014,D,256,92,True,False,346768,2022-09-09,2022-09-09
2672,Antwerp,2018,house,91.8,3,3,2018,A,350,105,False,False,455657,2020-08-06,2020-08-06
2673,Bruges,8200,apartment,84.6,2,3,1971,C,116,0,True,False,307582,2024-12-22,2024-12-22
2674,Bruges,8000,apartment,113.6,3,2,1993,C,220,0,False,False,435627,2022-07-19,2022-07-19
2675,Leuven,3000,apartment,78.5,2,1,2022,E,457,0,False,False,305947,2022-06-01,2022-06-01
2676,Bruges,8200,apartment,98.2,3,1,1985,C,359,0,True,False,299273,2019-06-20,2019-06-20
2677,Ghent,9000,apartment,56.8,2,1,2005,E,383,0,True,False,172285,2017-01-11,2017-01-11
2678,Antwerp,2000,house,67.9,2,2,1984,E,346,105,False,True,286927,2019-07-17,2019-07-17
2679,Antwerp,2018,house,83.4,2,1,1978,D,263,44,False,False,256681,2016-02-23,2016-02-23
2680,Bruges,8200,apartment,100.6,3,1,2004,A,234,0,False,False,336615,2021-09-20,2021-09-20
2681,Ghent,9030,apartment,73.1,2,1,2005,D,352,0,False,False,189585,2015-03-14,2015-03-14
2682,Ghent,9000,house,105.6,3,3,2004,A,363,141,True,False,486296,2018-08-19,2018-08-19
2683,Antwerp,2060,apartment,163.0,5,2,1994,D,335,0,False,False,514906,2016-09-12,2016-09-12
2684,Leuven,3000,apartment,82.6,2,1,1990,A,152,0,False,False,345519,2024-05-21,2024-05-21
2685,Bruges,8000,apartment,118.1,3,3,2008,C,159,0,False,False,456613,2022-06-24,2022-06-24
2686,Bruges,8200,apartment,89.9,3,1,1998,D,135,0,False,False,231851,2015-08-12,2015-08-12
2687,Leuven,3010,apartment,97.8,3,1,1974,B,337,0,False,False,353832,2017-02-07,2017-02-07
2688,Leuven,3000,apartment,83.7,2,1,1960,E,352,0,False,False,256876,2017-07-05,2017-07-05
2689,Bruges,8200,apartment,117.2,3,1,1973,C,329,0,False,False,364154,2020-05-09,2020-05-09
2690,Ghent,9030,apartment,118.3,3,1,2003,B,211,0,False,False,334581,2016-03-11,2016-03-11
2691,Ghent,9000,house,82.2,2,3,1981,A,272,123,True,False,331553,2015-07-07,2015-07-07
2692,Antwerp,2060,house,78.0,2,1,1987,B,172,0,True,False,286886,2020-06-08,2020-06-08
2693,Leuven,3010,apartment,73.1,2,1,2011,E,454,0,True,False,215708,2017-07-05,2017-07-05
2694,Leuven,3000,apartment,58.4,2,1,2017,D,481,0,True,False,222959,2018-02-11,2018-02-11
2695,Leuven,3000,apartment,87.9,3,3,1951,B,366,0,False,False,343520,2016-03-18,2016-03-18
2696,Antwerp,2000,apartment,48.7,1,2,2013,C,133,0,False,False,188757,2022-11-08,2022-11-08
2697,Antwerp,2000,house,108.3,3,1,1983,C,121,199,False,False,417386,2018-12-15,2018-12-15
2698,Bruges,8200,house,87.9,3,2,2019,D,339,86,True,False,252599,2016-04-09,2016-04-09
2699,Antwerp,2000,house,105.7,3,1,1981,B,256,271,False,False,404794,2016-12-07,2016-12-07
2700,Antwerp,2000,apartment,99.1,3,1,1973,D,112,0,False,False,381032,2022-04-11,2022-04-11
2701,Ghent,9030,house,63.1,2,1,1953,A,228,12,False,False,205964,2015-03-04,2015-03-04
2702,Ghent,9000,house,112.5,3,3,1967,D,168,59,False,False,436010,2016-10-12,2016-10-12
2703,Leuven,3010,apartment,95.3,3,2,1992,C,162,0,True,False,347575,2018-06-20,2018-06-20
2704,Leuven,3000,apartment,55.5,2,2,1998,C,110,0,True,False,244954,2024-03-01,2024-03-01
2705,Antwerp,2060,house,117.2,3,1,2001,D,164,193,False,False,423076,2024-08-23,2024-08-23
2706,Antwerp,2018,apartment,83.0,2,3,1988,B,168,0,False,False,273722,2017-09-25,2017-09-25
2707,Leuven,3000,apartment,53.7,2,1,2002,B,296,0,True,False,212795,2019-06-25,2019-06-25
2708,Bruges,8000,apartment,95.0,3,3,1968,A,258,0,False,False,375785,2017-02-08,2017-02-08
2709,Antwerp,2000,house,87.4,2,2,1955,C,420,47,True,False,344464,2020-04-03,2020-04-03
2710,Antwerp,2060,apartment,94.0,3,2,1954,C,494,0,False,False,275665,2015-02-15,2015-02-15
2711,Ghent,9030,house,59.1,2,1,2000,B,456,93,False,False,215399,2019-03-31,2019-03-31
2712,Ghent,9030,apartment,105.5,3,1,2005,B,274,0,True,False,374492,2023-02-08,2023-02-08
2713,Ghent,9030,apartment,84.2,2,1,2017,B,159,0,False,False,264323,2024-01-26,2024-01-26
2714,Ghent,9030,house,92.9,3,2,1959,A,143,111,True,False,431713,2024-08-15,2024-08-15
2715,Bruges,8200,house,64.4,2,1,2022,D,203,87,True,False,241888,2022-11-09,2022-11-09
2716,Antwerp,2000,apartment,112.5,3,2,1979,E,407,0,False,False,411919,2022-09-04,2022-09-04
2717,Antwerp,2018,house,73.0,2,3,1962,E,214,194,True,False,255962,2017-03-15,2017-03-15
2718,Leuven,3010,apartment,100.0,3,1,1971,A,136,0,True,False,426593,2023-01-16,2023-01-16
2719,Leuven,3000,apartment,148.8,4,2,2007,B,102,0,True,False,639428,2018-11-20,2018-11-20
2720,Antwerp,2060,apartment,63.3,2,1,1973,C,471,0,True,False,227700,2024-06-30,2024-06-30
2721,Antwerp,2000,apartment,117.3,3,1,1962,A,363,0,True,False,543148,2024-03-16,2024-03-16
2722,Leuven,3000,house,124.5,4,1,2011,C,162,179,True,False,609609,2024-04-14,2024-04-14
2723,Antwerp,2060,house,79.1,2,1,2021,D,97,79,True,False,217774,2015-12-30,2015-12-30
2724,Antwerp,2000,house,108.1,3,2,2009,E,162,45,False,False,342102,2017-11-30,2017-11-30
2725,Ghent,9030,house,40.5,1,3,1984,B,368,123,True,False,143097,2017-03-17,2017-03-17
2726,Antwerp,2000,apartment,153.9,4,1,1999,B,249,0,False,False,507284,2016-11-19,2016-11-19
2727,Antwerp,2018,apartment,87.9,3,3,1978,A,325,0,True,False,398036,2020-06-23,2020-06-23
2728,Bruges,8000,house,107.6,3,1,1985,D,305,175,True,False,383226,2018-10-05,2018-10-05
2729,Leuven,3000,apartment,112.1,3,2,1959,C,436,0,False,False,382090,2016-03-17,2016-03-17
2730,Leuven,3010,apartment,156.4,4,1,1956,E,137,0,False,False,517651,2018-09-19,2018-09-19
2731,Leuven,3000,house,119.3,3,3,1957,A,278,212,False,False,580614,2019-02-14,2019-02-14
2732,Bruges,8200,apartment,112.6,3,2,2010,C,437,0,False,False,360471,2021-05-07,2021-05-07
2733,Leuven,3000,house,81.5,2,2,2011,B,372,76,True,False,359624,2018-08-06,2018-08-06
2734,Leuven,3000,apartment,60.7,2,1,1981,D,201,0,False,False,232307,2022-12-20,2022-12-20
2735,Bruges,8000,apartment,78.8,2,1,1976,A,450,0,False,False,256390,2017-12-29,2017-12-29
2736,Bruges,8200,house,117.2,3,1,2006,B,230,45,True,True,464471,2022-06-16,2022-06-16
2737,Ghent,9000,house,139.5,4,1,1970,B,272,253,False,False,573728,2023-02-04,2023-02-04
2738,Bruges,8000,apartment,82.6,2,1,2011,D,114,0,False,False,313454,2024-05-22,2024-05-22
2739,Leuven,3010,apartment,117.9,3,1,1988,B,238,0,True,False,392863,2017-08-01,2017-08-01
2740,Bruges,8200,apartment,116.6,3,3,1990,C,80,0,False,False,406427,2023-11-05,2023-11-05
2741,Ghent,9030,house,94.0,3,1,2006,A,318,140,False,False,316401,2016-04-11,2016-04-11
2742,Antwerp,2060,apartment,53.5,2,1,2001,B,143,0,False,False,155050,2021-12-28,2021-12-28
2743,Bruges,8200,apartment,67.1,2,2,2010,D,180,0,False,False,204552,2024-10-17,2024-10-17
2744,Bruges,8200,apartment,82.2,2,2,1962,E,154,0,False,False,238373,2019-01-14,2019-01-14
2745,Bruges,8000,house,119.5,3,2,1972,C,341,108,True,False,498330,2017-07-18,2017-07-18
2746,Antwerp,2000,house,100.2,3,3,1979,C,335,158,True,False,429898,2016-10-28,2016-10-28
2747,Leuven,3010,apartment,104.7,3,2,2019,E,474,0,False,False,330990,2018-06-26,2018-06-26
2748,Antwerp,2018,apartment,127.5,4,1,1954,D,84,0,False,False,466377,2023-08-22,2023-08-22
2749,Ghent,9000,apartment,112.2,3,1,2005,A,281,0,False,False,439070,2018-06-02,2018-06-02
2750,Leuven,3010,house,125.8,4,1,2005,E,393,43,False,False,382611,2016-06-22,2016-06-22
2751,Bruges,8200,apartment,42.6,1,1,2011,C,370,0,False,False,119079,2024-08-30,2024-08-30
2752,Bruges,8200,house,137.1,4,2,1983,B,442,218,True,False,527256,2019-04-03,2019-04-03
2753,Ghent,9030,apartment,98.0,3,1,2017,E,274,0,False,False,284588,2020-04-19,2020-04-19
2754,Leuven,3000,apartment,65.0,2,1,1997,B,292,0,False,False,202973,2015-03-14,2015-03-14
2755,Leuven,3000,apartment,51.2,1,1,1987,B,451,0,False,False,194818,2017-01-12,2017-01-12
2756,Leuven,3000,house,83.8,2,3,1965,B,91,119,False,False,422549,2024-06-16,2024-06-16
2757,Ghent,9000,apartment,95.7,3,2,2012,C,150,0,True,False,350711,2017-07-09,2017-07-09
2758,Antwerp,2018,apartment,124.1,4,3,1968,C,490,0,False,False,558342,2023-01-03,2023-01-03
2759,Bruges,8000,apartment,120.8,3,1,2006,C,330,0,True,False,468424,2019-10-16,2019-10-16
2760,Antwerp,2000,apartment,108.2,3,2,1959,C,121,0,True,False,439986,2019-11-02,2019-11-02
2761,Leuven,3010,apartment,90.6,3,1,2012,B,420,0,True,False,347062,2022-11-22,2022-11-22
2762,Leuven,3010,house,90.9,3,2,1974,D,288,92,True,False,352601,2017-05-23,2017-05-23
2763,Bruges,8200,apartment,108.6,3,1,2019,D,284,0,True,False,320844,2016-11-09,2016-11-09
2764,Bruges,8000,apartment,120.8,3,1,1983,B,231,0,False,False,474448,2024-04-05,2024-04-05
2765,Bruges,8000,apartment,84.0,2,3,1997,C,143,0,False,False,285643,2018-04-16,2018-04-16
2766,Bruges,8000,apartment,120.1,3,1,1995,B,278,0,False,False,426669,2019-05-10,2019-05-10
2767,Bruges,8200,apartment,107.0,3,3,1986,D,490,0,False,False,303676,2018-03-16,2018-03-16
2768,Leuven,3010,house,58.3,2,1,2003,C,416,100,True,False,197415,2019-05-18,2019-05-18
2769,Antwerp,2060,house,122.7,4,2,1959,C,437,126,True,False,548359,2023-01-19,2023-01-19
2770,Ghent,9000,apartment,40.0,1,1,2000,E,286,0,False,False,120394,2019-08-17,2019-08-17
2771,Leuven,3010,apartment,109.4,3,1,1985,D,244,0,True,False,329358,2022-10-14,2022-10-14
2772,Antwerp,2060,apartment,83.8,2,3,1958,B,242,0,False,False,298097,2019-11-16,2019-11-16
2773,Ghent,9000,house,94.7,3,1,1958,B,276,192,True,False,352892,2015-04-18,2015-04-18
2774,Bruges,8000,apartment,95.2,3,1,1951,B,149,0,True,False,402308,2024-08-23,2024-08-23
2775,Antwerp,2018,apartment,96.0,3,1,2019,C,450,0,False,False,313588,2015-06-17,2015-06-17
2776,Ghent,9030,house,88.6,3,1,1955,C,118,127,True,True,356385,2023-04-11,2023-04-11
2777,Bruges,8200,house,78.4,2,1,1984,C,195,214,False,False,220289,2015-04-28,2015-04-28
2778,Leuven,3010,apartment,125.4,4,1,2007,E,106,0,True,False,410337,2021-11-23,2021-11-23
2779,Antwerp,2018,apartment,82.1,2,1,2003,A,462,0,True,False,310011,2020-11-24,2020-11-24
2780,Leuven,3010,house,74.4,2,1,1975,E,401,91,True,False,278417,2022-08-19,2022-08-19
2781,Bruges,8000,apartment,66.8,2,1,2013,D,332,0,False,False,200146,2016-09-05,2016-09-05
2782,Ghent,9030,apartment,98.1,3,1,1985,B,420,0,False,False,319229,2020-06-22,2020-06-22
2783,Leuven,3010,house,115.1,3,2,1987,C,316,1,False,False,413815,2022-04-07,2022-04-07
2784,Antwerp,2060,apartment,128.5,4,1,1993,D,372,0,False,False,352198,2015-09-19,2015-09-19
2785,Antwerp,2018,apartment,123.9,4,2,2016,C,406,0,True,False,567891,2023-11-23,2023-11-23
2786,Antwerp,2018,house,85.9,2,2,1994,C,205,114,True,True,385848,2021-11-12,2021-11-12
2787,Ghent,9000,house,154.2,4,2,1962,C,229,69,True,False,663469,2017-03-21,2017-03-21
2788,Leuven,3000,apartment,40.0,1,3,2012,B,149,0,False,False,182396,2020-07-17,2020-07-17
2789,Leuven,3000,apartment,145.7,4,1,1957,B,256,0,False,False,567285,2022-09-15,2022-09-15
2790,Ghent,9000,apartment,61.6,2,2,2013,C,185,0,False,False,239458,2018-12-01,2018-12-01
2791,Leuven,3010,apartment,111.4,3,3,1974,C,307,0,False,False,461317,2022-06-18,2022-06-18
2792,Antwerp,2000,apartment,74.9,2,1,2021,A,199,0,True,False,342681,2022-12-16,2022-12-16
2793,Antwerp,2000,apartment,113.1,3,2,1991,C,378,0,False,False,436026,2020-07-08,2020-07-08
2794,Bruges,8000,house,86.8,2,2,1986,D,213,152,True,False,299648,2016-07-21,2016-07-21
2795,Bruges,8200,apartment,61.5,2,1,1957,B,284,0,False,False,210229,2021-01-24,2021-01-24
2796,Leuven,3000,apartment,93.4,3,3,1973,D,438,0,False,False,409858,2023-09-15,2023-09-15
2797,Antwerp,2060,house,116.9,3,2,1954,B,327,131,True,False,478498,2018-08-19,2018-08-19
2798,Leuven,3000,house,66.0,2,1,1963,B,370,139,True,False,269029,2015-11-08,2015-11-08
2799,Antwerp,2000,apartment,88.0,3,2,1960,B,495,0,True,False,380400,2019-04-05,2019-04-05
2800,Ghent,9030,house,54.1,2,3,1998,D,103,150,True,False,183020,2020-03-06,2020-03-06
2801,Leuven,3000,house,98.5,3,3,1954,D,447,242,True,False,480723,2021-03-31,2021-03-31
2802,Antwerp,2060,house,70.0,2,2,1953,C,321,0,True,False,246218,2020-10-30,2020-10-30
2803,Leuven,3010,apartment,60.0,2,1,1970,B,82,0,True,False,214633,2020-08-20,2020-08-20
2804,Leuven,3010,house,122.2,3,1,1995,A,342,0,False,False,480934,2023-01-19,2023-01-19
2805,Leuven,3000,apartment,75.4,2,1,2008,E,95,0,False,False,252493,2023-03-10,2023-03-10
2806,Ghent,9030,apartment,76.5,2,1,2020,D,355,0,False,False,239862,2019-02-23,2019-02-23
2807,Ghent,9030,apartment,127.5,4,2,2018,C,141,0,True,False,384979,2015-12-20,2015-12-20
2808,Bruges,8200,house,78.7,2,2,2017,C,463,93,True,False,245991,2019-03-12,2019-03-12
2809,Bruges,8000,apartment,112.4,3,1,1984,C,256,0,False,False,340830,2019-03-29,2019-03-29
2810,Antwerp,2060,apartment,121.0,3,1,1956,E,117,0,False,False,361605,2021-04-12,2021-04-12
2811,Leuven,3010,apartment,97.0,3,1,2000,C,251,0,True,False,380843,2023-05-01,2023-05-01
2812,Leuven,3000,apartment,86.2,2,1,1974,C,182,0,False,False,349498,2019-04-23,2019-04-23
2813,Antwerp,2000,apartment,104.6,3,2,1972,C,244,0,False,False,415356,2024-08-04,2024-08-04
2814,Ghent,9030,apartment,73.7,2,2,1982,C,410,0,True,False,199522,2017-04-29,2017-04-29
2815,Antwerp,2000,apartment,99.8,3,2,1964,B,457,0,False,False,348059,2017-10-09,2017-10-09
2816,Antwerp,2018,house,99.7,3,1,1963,A,228,114,False,False,319983,2019-06-17,2019-06-17
2817,Antwerp,2060,apartment,91.2,3,3,1991,C,403,0,True,False,357938,2023-01-23,2023-01-23
2818,Leuven,3010,apartment,40.0,1,1,1956,B,178,0,False,False,152420,2024-05-05,2024-05-05
2819,Antwerp,2060,apartment,40.0,1,2,1975,A,242,0,True,False,135395,2019-09-30,2019-09-30
2820,Bruges,8000,apartment,88.3,3,1,1989,C,261,0,True,False,355382,2020-03-19,2020-03-19
2821,Leuven,3010,apartment,102.9,3,1,2015,B,306,0,False,False,377081,2023-02-10,2023-02-10
2822,Leuven,3010,apartment,61.7,2,3,2007,C,188,0,True,False,214238,2017-09-18,2017-09-18
2823,Leuven,3010,house,49.9,1,1,1977,D,351,0,True,False,148665,2015-07-14,2015-07-14
2824,Leuven,3010,apartment,100.8,3,3,2013,A,339,0,False,False,400641,2020-12-06,2020-12-06
2825,Antwerp,2000,apartment,76.5,2,1,1968,C,450,0,True,False,286789,2020-10-25,2020-10-25
2826,Leuven,3010,apartment,77.1,2,1,1958,C,334,0,False,False,283123,2024-09-03,2024-09-03
2827,Leuven,3010,apartment,65.6,2,2,1960,E,222,0,True,False,220421,2018-02-05,2018-02-05
2828,Bruges,8000,apartment,58.4,2,2,1966,B,311,0,False,False,234265,2024-04-11,2024-04-11
